Date,Comments
2020-09-29 15:57,"More Americans need to be educated on food and nutrition, it's a shame that these things are not taught in schools. At 23 I am learning more about macro and miconutrients, how they effect the body, how sugar, refined carbs, unrefined carbs, etc. effect the body. All from Google. I've changed my eating and exercise habits, don't drink soda regularly (have you seen the amount of sugar in ONE can?), always try to eat a vegetable and fruit with every meal, etc. I have been healthy throughout this pandemic and have seen positive body composition changes. I also go to the gym regularly, and have been going since my state lifted the ban. Earlier this year NYT ran an article about people returning to a gym, and the amount of hate in the comments was really saddening especially when we have had an obesity epidemic for years in this country and it's only projected to get worse. Taking care of your body, mentally and physically, has so many wonderful returns. Is it hard? yes. Does it require some extra planning and thinking and effort? yes. But it has been so worth it to me. 

Oh, and I have to drive at least 45 minutes to get to a Walmart. I buy fresh, frozen, and canned fruits and vegetables. Don't know if my area is considered a ""food desert"" but it's definitely not like I can walk down the street to get food. What Americans really need is EDUCATION about what we should put in our bodies and why. The countries leadership has failed us in this for decades."
2020-09-29 15:57,"""When asked if they were testing the effects of weight on vaccine effectiveness, ... [vaccine makers] said there were no public plans to investigate the issue.""
More than 1 out of 5 US adults are obese (with many more overweight). And drug-makers ""don't plan to investigate"" whether the vaccine will work for them? I'm sorry - WHAT?"
2020-09-29 15:57,"Overeating is a condition that can be avoided by carefully cultivating habits to eat only to satisfy hunger that reflects need for nutrition. There are many communities of people who because of various purposes do have fewer members who are over weight. They agree to follow certain principles which promote carefully considered dietaries or constraints. But it’s not easy and it does not prevent all from eating problems. 

Humans developed under conditions of uncertainty about nutrition and to work vigorously for many hours without having to eat. The result is an organism that stores and uses energy as needed rather that as it uses it, so fat storage is essential. But if more is stored than is used over an extended time there can be problems. Fat accumulated beyond the capacity of fat cells results in fat left in between cells and over time reactions build up which can poorly affect health. 

We understand that obesity may affect anyone but it seems to occur more often among people suffering distress who gain temporary relief from eating or those with certain metabolic disorders. It also becomes a habit and habits can be very hard to change. This is where communities can help each other by encouraging and supporting habits which avoid overeating."
2020-09-29 15:58,"Perhaps if the government would stop advocating a food pyramid that is literally upside down, people might understand which foods to avoid for better weight management. Education is desperately needed for this country to make headway against the obesity epidemic. It is, of course, easier and more profitable for drug companies to just keep treating the symptoms, never addressing the cause of the obesity and/or diabetes."
2020-09-29 16:00,"Fat cells produce many immune signals that cause the immune system to be in a constant inflammatory mode. Its this that causes lots of inflammatory disease, autoimmune, heart, diabetes, arthritis etc, All related to an over active immune system. 

This compromises the immune system to be able to respond strongly to a sudden challenge. Also, obese folks have different bowel bacteria that are part of the problem. They encourage immune over activity,"
2020-09-29 16:10,"As if I needed another good reason to lose weight - there are so many.

Hopefully this will be the things that motivates those who most easily have the tools and resources they need to slim down healthfully to do so."
2020-09-29 16:14,"I suspect that the lower death rates in other countries are because of lower obesity rates. If we had a sane governance (federal, state and local), they'd be singing the mantra: loose weight, in addition to mask wearing, physical distancing and (largely irrelevant for this disease) hand washing. But no - perhaps out of a desire to avoid ""fat shaming"" - we can't have nice things."
2020-09-29 16:21,"Obesity and obsession with obesity seems to be a uniquely American disorder. In the European countries I have visited meals are eaten at mealtime and food is enjoyed. Also food shopping is done more frequently and preparing fresh vegetables and whatever main course (fish, chicken, pork or beef) is not considered such a pain in the neck. Only in America have I witnessed someone behind the wheel chomping on a sandwich while driving. We are victims of ourselves. Personally I don't find healthy eating to be so difficult."
2020-09-29 16:46,"I feel as if this article could have benefited from clearer editing to highlight its key points:
1) Obesity increases several risks associated with COVID-19, potentially leading to adverse outcomes.
2) Some aspects of these adverse outcomes are heightened by medical providers' apparent unwillingness to give obese patients the care they need, based on the stigma associated with obesity.  
3) At the same time, a person's weight is not the sole indicator of health, and doctors should take their entire medical picture into account in diagnosing and treating them."
2020-09-29 16:51,"A good review of obesity in light of the current pandemic. It’s well known that obesity exacerbates most acute disease states & increases the risk of several co-morbidities. I am more concerned about Ms.McCloud & her family being able to find healthy foods. 

A quick look at their area of the U.S. shows there are some programs available to address food insecurity, e.g. “The St. Louis Area Area on Aging (SLAAA) provides home delivered meals & congregate meals to seniors 60 yrs & older and to persons with disabilities 18- 59 years.” 

Having worked for similar programs, I can attest to the fact that the meals must meet certain nutrition guidelines, often coming with health education as well. I’m sure during the pandemic these programs have been limited, but I would hope upon discharge from the hospital Ms. McCloud was provided at minimum with a list of community resources, such as the SLAA.

It’s also worth mentioning that Medicare part B (potentially) covers behavioral therapy sessions that include a dietary assessment and counseling to help one lose weight by focusing on diet and exercise. 

It is concerning that some vaccine makers aren’t taking into account obesity and the efficacy of the vaccines. That being said, I do wonder if they are taking into account the efficacy of the vaccine on elderly patients, as the article points out that the immune systems of elderly patients also struggle to “marshal effective defenses against pathogens?”"
2020-09-29 16:52,"a lot of comments here talk about how the government is afraid  to mention weight loss due to fears of fat shaming. i don't think that's true. the problem here is corruption.

large multinational producers of beef, soy, corn, wheat, and potatoes receive subsidies from the federal government. the FDA has pushed for high carb/sugar consumption and allowed unregulated ads on unhealthy foods to penetrate the media because it helps prop up the products that they are subsidizing. 

fatness is way more profitable than health. pharma, care providers, food growers/manufacturers, fast food, fitness programs, and the banks who finance it all - benefit immensely from an unhealthy society. 

with billions of dollars in advertising, lobbying, price undercutting, and other means, individuals have no shot against this behemoth operation. 

sure, there are unhealthy foods in other countries, but their governments do more to ensure that people have access to healthy food and are fully aware of the consequences of excess fat starting at an early age. they also have guaranteed vacation, work hour limits, and family leave that give people time to be active. 

if you're saying that a single mom who has to work 3 jobs, take care of a parent, buy food to feed 2 kids on minimum wage - with no paid vacation or time to exercise - made the CHOICE to be obese, then you need to get your facts straight. the government and corporate america are absolutely to blame for this crisis."
2020-09-29 15:35,"People become fat because they can. This is embedded in DNA.

Only by using self-discipline, which is very unpopular now, can one avoid weight gain.

Blaming others or industry does not work.

Obesity is the greatest preventable cause of premature disease and death in the US."
2020-09-29 15:41,"How does obesity affect the immune system?  Well, it doesn’t, but obesity is mostly caused by the same things that alter immune responses.

Even though your lipid panel measures the triglyceride in your blood, there are no bare triglycerides there; the triglyceride is mostly contained in VLDLs, evil lipoproteins from mistreated liver cells, which meet up with CETP (cholesterol ester transfer protein) and are converted to even more evil small, dense LDL particles which are so tiny that they pierce the arterial lining (endothelium) - where the immune system attacks them, forming life-threatening arterial plaque.

Your liver generates VLDLs in response to carbs, fructose (sugar) and alcohol; which, not coincidently, are also prime causes of obesity.

While these small, dense LDLs are now widely accepted as the prime cause of arterial plaque, they are blood borne and also cause similar immune responses in asthma and other auto-immune diseases.

So then, your immune system which is intended to quietly lie in wait for malign invaders is instead chronically aroused.  Since the initial immune response is already chronically triggered, especially in the obese, it’s no surprise when it fails to attack Covid"
2020-09-29 16:05,"I've long been waiting for someone to tackle this ""elephant"" in the room.

It seems those countries with the highest rates of problems are those with the biggest investments in Industrial Foods (eh hem).

Vietnam -> 1/3 of the US of A's population and yet only:
- 11 deaths per 1 million population - 188th overall in the World
   vs
USA in tenth place with:
- 634 deaths per 1 million population

- UK 619 deaths per 1 million population
- Spain 672 deaths per 1 million population
- Italy 594 deaths per 1 million population

On the plus side, these *large* populations are well placed to survive the Great Hunger TM when it arrives :-)"
2020-09-29 16:21,"It's incredible how many people in the comments, loudly proclaiming themselves ""healthy"" (read: thin), shut off their reading comprehension and empathy in the second half of this article. I would ask those people to analyze where their knee-jerk reaction to discussions of weight come from, and why their selective reading kicked in so that they have nothing to say about the discouraging treatment of overweight people by their own doctors. 

I would guess that the majority of the people leaving these unfeeling comments are ignorant of the science as to why almost all diets fail even when the dieter has willpower of steel and all the time in the world to exercise and drive 90 minutes round-trip to a grocery store. They are likely also ignorant of the fact that having all the time in the world to exercise and drive 90 minutes round-trip to a grocery store is a level of privilege most Americans don't have, especially during this time of widespread economic devastation. 

There are real societal reasons that many Americans are overweight. It's not laziness; it's capitalism. Low-paying jobs demand long hours and don't keep up with rising costs of living and student loans; that combination leaves workers mentally and physically exhausted at the end of the day. Combine that with taking care of children or aging parents, and combine that with the stresses of disability, racism, and poverty in this country, and see if you feel like meal-prepping and spending two hours at the gym."
2020-09-29 15:51,"I am obese and had the virus and was not even hospitalized, I'm not praising obesity, but really? we already struggle with our weight, with discrimination because of our weight, among othwr complex we develop thanks to fat shaming culture, and now we have to be stigmatized too thanks to covid? I have a decent immune system (despise of my obesity) not everyone is the same, and I do really hope we get to get a vaccine once available without diealing with side looks or rolling eyes because of my weight"
2020-09-29 16:28,"I am always astounded by how fat Americans are and soon found it is not the will or intent, the whole society is geared for food capitalism, fatty, oily, salty, sweet food. A single veggie Subway for me  is stowed away for another meal, never seen bread called “6 inches” so chubby, my loaves each week are that long. A complete engineering of food, access, infrastructure has to be done... I eat maybe 8 types of beans and legumes but it is easier to get half a kilo - a day!- of meat which I don’t eat."
2020-09-29 16:37,"How does obesity affect the immune system?  Well, it doesn’t, but obesity is mostly caused by the same things that alter immune responses.

Even though your lipid panel measures the triglyceride in your blood, there are no bare triglycerides there; the triglyceride is mostly contained in VLDLs, evil lipoproteins from mistreated liver cells, which meet up with CETP (cholesterol ester transfer protein) and are converted to even more evil small, dense LDL particles which are so tiny that they pierce the arterial lining (endothelium) - where the immune system attacks them, forming life-threatening arterial plaque.

Your liver generates VLDLs in response to carbs, fructose (sugar) and alcohol; which, not coincidently, are also prime causes of obesity.

While these small, dense LDLs are now widely accepted as the prime cause of arterial plaque, they are blood borne and also cause similar immune responses in asthma and other auto-immune diseases.

So then, your immune system which is intended to quietly lie in wait for malign invaders is instead chronically aroused.  Since the initial immune response is already chronically triggered, especially in the obese, it’s no surprise when it fails to attack Covid-19."
2020-09-29 15:03,This is the first article I have seen about obesity's link to Covid 19 complications. Why aren't Fauci and the Surgeon General encourage people to adapt healthier diets? People's lives are on the line because of excess weight. It's way past time we got obesity under control in this country.
2020-09-29 15:17,"It is all relative from what I have learned in life and reading stats and studies.

What I mean by that is that extra weight gradually causes problems over time and the amount of weight.

Somebody a few pounds over weight actually lives longer than a person who is a few pounds underweight.

A moderately overweight person will live as long as an average weight person but will have all sorts of quality of life issues like bone, ligament and muscle problems and other issues.

An obese person will have a shortened life span and be miserable."
2020-09-29 15:45,"Cue the body shaming. 

Never mind that there is proof that insulin resistance comes first, causes weight gain, then diabetes, then more weight gain from medications like artificial insulin. Weight gain that compromises the immune system and stresses body systems, exacerbating inflammation and causing pain, making you sicker and sicker. You get blamed for making yourself ill because you got fat... shame, shame. 

Illness is rarely the the fault of the victim. That narrative is is old, it needs to go. Better diagnostic testing and newer science will hopefully soon crack open the real mystery of why so many of us are having issues with hormones and metabolism. Then we can help those who struggle with illness and obesity.

Until then, can we just concentrate on being kind to each other? No matter the size or how we look?"
2020-09-29 15:00,"For more on this topic by the law professor who has been called ""the Ralph Nader of Junk Food,""
""The Man Who Is Taking Fat to Court,” the lawyer ""Who's Leading the Battle Against Big Fat,"" and ""a Major Crusader Against Big Tobacco and Now Among Those Targeting the Food Industry,"" and also  behind the movie “Super Size Me,” see: 

Study: Obesity Top Controllable Factor in COVID Complications
<a href=""https://bit.ly/2HyhTFw"" target=""_blank"">https://bit.ly/2HyhTFw</a>

Bill Maher Is Right Again – Slash COVID Deaths by Attacking Obesity; 
Fauci, Birx, Redfield, Adams, All Blamed For Silence on Major Factor Causing Deaths
<a href=""https://bit.ly/2S8XkSf"" target=""_blank"">https://bit.ly/2S8XkSf</a>"
2020-09-29 15:04,The two wonderful close friends who died of Covid were slender and kept fit. This one sounds like a loser.
2020-09-29 15:09,"This is a new twist.  Keep the economy shut down, and people out of work and on welfare, and dependent on the left, because 40% of the country is obese, and obese people won't respond well to the vaccine, and they are obese only because of systemic racism, and the country deserves to be punished for that.  Neat."
2020-09-29 15:15,"American people are fat due to Addiction to Big Corporations. 
We need to completely rehaul
Our factory farming , ie get rid of them
Especially, livestock, Pigs, cows, chickens. Pay more for meat, support small Family farms that are sustainable.
I already do and have , by carefully shopping.
I started on organic 20 years ago. And my 3 children are thin strong healthy.
One survivor of Covid 22. Only lost sense of smell. 
It is true."
2020-09-29 15:17,"And now we’ve got the whole “healthy obese” promotional campaign to try to make being fat not only okay, but healthy!"
2020-09-29 15:35,Really good article. Thank you.
2020-09-29 16:02,"“The way they were saying it is that because you’re obese and didn’t take care of yourself, you’ll get this disease,” Ms. Franklin said. “I feel like that was unfair.”

Unfortunately, viruses really have no interest in being ""fair."""
2020-09-29 16:30,"As someone who does battle with my weight, let me just say, “Yikes!”"
2020-09-29 14:56,Another good reason for pretty much all of us to lose weight
2020-09-29 16:50,"It's especially brave of these folks to share their stories, given the extent of prejudice against people who are overweight or obese. I wish them well in their continued recoveries!"
2020-09-29 16:58,"Obesity is a cultural not economic thing. Some of the poorest countries in the world like India, Pakistan, sub Saharan Africa have much lower obesity than developed world."
2020-09-29 17:20,"Working from home has meant 2 hours a day NOT spent commuting, and more breaks from sitting in front of a screen- so more cooking from scratch, planning meals so one grocery load can last 2 weeks, fewer impulse junk food buys, no eating in the car or at a desk, and time to take a 30 minute walk every day instead of sitting in traffic.  Self- discipline turned out to be a lot easier when circumstances changed.  I’m not as thin as my rich friends yet, but I’m a lot healthier than when I was doing that commute to work; sit all day; squeeze in food shopping; pick up kids; cook dinner; exercise at 5 a.m. or not at all; and drink alcohol to “decompress” from it all.  You might say all of that is “self-imposed” and that’s true if you think that being willing to do what it takes in our wonderful world to put food on the table, educate the kids, afford health insurance, and support yourself in old age is a “voluntary” choice.  I hope work routines and health care financing changes as a result of this pandemic so that it’s easier for everyone to keep themselves healthy, and less expensive for us as a community to take care of each other when we fall ill."
2020-09-29 17:16,"This is just  more FAT SHAMING.

not like there has been about 300 different such studies about being too much over weight."
2020-09-29 17:19,So how do the doctors explain a person like me who is overweight but either never got the virus or was an asymptomatic carrier if I did have it?
2020-09-29 15:14,"One of the problems with obesity as a health issue is that we really don't have a good treatment for the condition.  The approach we have used -- shaming and berating obese people until they starve themselves -- is ineffective and unhealthy.  I don't know why some people accumulate fat while other people burn off their excess calories and moderate their intake, but taking a moralistic approach to a health condition isn't getting us anywhere."
2020-09-29 17:15,"As other commenters have noted, the current culture of “body acceptance” and “anti-fat shaming,” while undoubtedly begun with the best intentions, has ultimately done more harm than good.  Being overweight, let alone obese, is a serious health issue.  From personal experience—after gaining a large amount of weight after thyroid surgery, and struggling over time to lose it—being seriously overweight is not something to celebrate.  Being winded walking up a flight of stairs, having difficulty moving around comfortably, trying to squeeze into airline seats, etc.—none of that is enjoyable, no matter how much plus-size messaging tries to spin it that way.  More importantly, obesity is directly linked to a myriad of serious health problems, which have been known about and explicitly stated for years.  And now, with Covid, the warnings are even more important.  We don’t promote a culture of “diabetes acceptance” or “cancer acceptance,” yet  obesity is every bit as serious as these two conditions."
2020-09-29 16:40,"Everyone seems to have an opinion on weight and nutrition. Some valid and others in the Trump zone. Really, the issues is about more than just food and eating. We are unwilling to fund usable public transportation or build walkable neighborhoods. If you want food you need to drive to a grocery store or order it on line. Having experienced no car grocery shopping I can attest to the difficulty of trying to fit this activity into a work schedule that involved a less than efficient commute. Other issue...poor folks who can’t afford the more nutritious five dollar loaf of bread or the higher cost of boneless skinless chicken.

Obesity in the US is more than a matter of fat shaming."
2020-09-29 15:43,"Obesity is a huge factor in co-morbidity. I am obese and had been working hard to lose 13 kg weight - then quickly gained 7 kg on the severe illness of my niece and sudden death of my mother (neither from Covid - but the pandemic didn’t help either). I have no choice to get back on track though - I work in China (via zoom for now) and prefer working in academia internationally. I need the vaccine to work with me - I need to have travel health insurance - I need to get back to a new normal that includes lots of travel and community activities. We can blame many external factors (all legitimate), our bodies and or uncontrolled emotions - but I have to stick to my plans and get things under control or my obesity will limit me in ways that will destroy my quality of life."
2020-09-29 17:32,"It's interesting that the obesity boom coincides exactly with the beginning of the mass movement of hundreds of thousands of factories out of the country to places like China, Mexico, Taiwan and Japan in the late eighties and which continues right up to this very day of my comment.  People are living in fear.  When people live in fear the brain starts to tell the body to prepare for a possible starvation event.  The average American has been living in great economic fear for well over thirty years now.  The average person has been told that it is their fault these well paying and steady jobs left the country.  

But it's not their fault.  They are the victims of corporate leaders who have betrayed the unwritten contract between our fellow citizens, their neighborhoods, and the factories.  Now, there is no upward economic path for the average person without these factories.  Americans in general are overeating because of economic insecurity.  Almost every American is reminded that they are unworthy and easily replaced.  Just about everybody in this country is scared, really scared about making money.  And it will remain that way until the factories come back.  If they ever do.  Until then, everything really is hopeless.

 As a side note, bringing back the factories would reduce global greenhouse gas emissions immensely.  Shipping trillions of pounds of goods from Asia 9,000 miles across the oceans produces immense carbon emissions, but I digress."
2020-09-29 17:33,"Fast food. Processed food. Junk food. These are the products of corporate America and a major driver of obesity. Corporations helped create this enormous health problem, and they should take responsibility for it."
2020-09-29 17:35,"This past Sunday my girlfriend and I (we're middle-aged) were hanging out on a bench enjoying beautiful Lake Michigan. Three twenty-something women walked by; all three were overweight by 50 or 60 lbs.. They each had a small frame and narrow shoulders; this was clearly weight they had added over time to their otherwise slight builds.

I commented to my girlfriend that if this were 1972, they'd all be thin. Just as in the preponderance of photos you see from the '70s.

I'm not offering any theories here—all are well known—nor desiring to insult or judge anyone. It's just an observation, a cultural one."
2020-09-29 17:45,"Perhaps it is really due to poor circulation, which is common in obesity. Poor circulation would affect immune cells getting where they need to go for the body to respond quickly. If so, then exercise and deep breathing may help."
2020-09-29 17:48,"Primary care physician here.

I care for many morbidly obese patients (BMI greater than 40), and the pattern is the same.  They like eating fattening foods, and they don't care to stop.  

I do not fat shame.  I treat obesity like any medical condition.  I've tried being positive, supportive, and encouraging, and it is generally all to no avail.  

Ultimately, this is an issue of personal responsibility.  People control what they eat and how much.  It is easy to count and budget calories.  There are good free apps out there available to all, some that even include links to healthy recipes.  There's really no excuse."
2020-09-29 17:51,"I am a participant in the Pfizer vaccine trial. I have received the first (of two) injections (which have a 50% chance of being a placebo). I was weighed at the session.  Because the trial is being conducted by my health provider (Kaiser), Kaiser (and thus Pfizer?) has full access to my health records, but I don't know how much analysis of that kind of full data will be done.

I was considered a desirable participant on three grounds: age (70) and diagnoses of diabetes and hypertension. I have ""reversed"" the diabetes, meaning that my blood glucose levels have been normal for over two years without any diabetes medications (I follow a low carb diet). 

I was overweight/obese most of my life, but lost 65 pounds two years ago. I've maintained that loss, and I'm hoping that there aren't many residual risks for COVID associated with the past obesity.

Of course, I am well aware of the medical bias against obese people. Ironically, the medical profession hasn't offered much in the way of help in losing weight. Its ""eat less, move more"" and ""calories in, calories out"" mantras are abysmal failures and reinforce patient shaming. I was able to lose the weight only by consulting recent nutrition research that discards those failed models."
2020-09-29 18:08,"I really wish I could help a beloved family member lose weight, because I'm terrified that this young person could catch the disease and die as much from overweight as the virus. However, it's such a touchy subject. She feels like I'm judging her, but I'm really scared for her. Why don't doctors say, ""You must lose weight, and here's how."" I really don't understand why she's fat and I'm on the slender side. I never see her eat that much more than me. It's so unfair. I wish I could change this for her, and feel so helpless. She lost a lot of weight on WW, but didn't stick with to goal, and then gained it all back and more. So, I know it's hard. Why isn't there aa anti-fat vaccine? Some people really are doing their best and genetics or anxiety or mystery is not on their side."
2020-09-29 18:20,"The article tells us that more than 77% of those hospitalized for Covid-19 are overweight or obese, but where is the context with which to interpret that statistic? 

According to the CDC -- Percent of adults aged 20 and over with overweight, including obesity: 71.6% (2015-2016)

So overweight and obese people are slightly overrepresented (about 7% increase) among the hospitalized."
2020-09-29 18:39,"This co-morbidity along with others (e.g., hypertension, diabetes, racial disparities, etc.) highlight the continued need for appropriate public health programs.  Perhaps the the lesson of this pandemic is incorporate public health and preventive measures into every day health care and public program."
2020-09-29 17:28,"Oh God, lack of medical care caused by systemic racism? That is too trendy.

But true, if one doesn’t have a full time job benefits  are poor. 

How about the naked truth?  Systemic greed, beginning by the American Medical Association which fought tooth and nail against the adoption of Medicare in 1968.

How about both political parties colluding to make Obamacare toothless without a public option?

And how about president Obama folding to insurance companies when both chambers of Congress were controlled by Democrats?"
2020-09-29 18:50,"Not enough attention to Vitamin D3. A large portion of Americans are deficient in D and has a direct impact on immunity. People with high blood pressure and diabetes are particularly susceptible to Covid and do poorly because of these conditions reduce available Vitamin D.
First visit to a new internist and one of the tests she ordered was for Vitamin D levels. I was deficient and took supplements until diet changes brought levels back up. And more time in the sun.
I  am not a crackpot Vitamin freak."
2020-09-29 17:48,"People who are struggling to get buy, possibly by working more than one job, are going to have a harder time making consistently healthy food choices.  Furthermore, many live in food deserts where they do not have easy access to fresh produce.  I am disturbed by the judgemental tone and lack of empathy in many of these comments.  Hating fat people may make some feel better about themselves, but it doesn't make it admirable or right."
2020-09-29 18:21,What is there to untangle here? Unhealthy people are more susceptible to disease...not exactly a shocking revelation.
2020-09-29 16:09,"I'm finding most of the comments on this thread extremely elitist and out of touch. Telling a single mother of 4 kids who only has the time and money to pick up fast food for dinner that she should simply ""make better choices"" isn't helpful. Poor diet that leads to obesity is largely the result of poverty, not a lack of education. Fresh produce is very expensive. Do some research about health equity and the social determinants of health. It might be illuminating to you."
2020-09-29 19:52,"I wonder what the so called ""Body Positive"" movement will say to these findings. They have done a lot of damage by excusing and in some cases encouraging obesity."
2020-09-29 19:33,"It is still coronavirus that is killing or hurting people. Using this to attack obesity yet again is simply harmful to people. Fat-shaming, bullying fat people is unacceptable. Science is guilty to an extreme, using false premises as a foundation. The AMA initially launched its war on obesity to deflect scrutiny from how much doctors were earning. Every time Congress begins to scrutinize the profession, the AMA launches a major public relations campaign, such as a ""war on smoking,"" etc. The fact is, there are fat people, and they have a right to be fat. It is natural to many, and not a result of a lack of self-discipline or some other fault. In my case, it is due to injury and damaging medications prescribed by irresponsible doctors."
2020-09-29 21:07,"I inherited some dinner plates from my grandparents. They are nearly half the size of the plates used today. They never owned a car. Walking 3 miles to the grocery store was just what they did, and didn’t complain.

My family was poor. We never went out to eat.  Either did any other families in my neighborhood, not even McDonald’s. The only snacks we had were fruit from our apple tree and popcorn on Saturday nights. 

If you look at pictures of Americans 50 years ago vs. today, the weight gain has been staggering."
2020-09-29 21:13,This article is overdue.  The Brits have been talking about the role of obesity in Covid fatality for a couple months.  This is not about shaming.  It is about surviving.
2020-09-29 22:02,"Our inability to call out significant over-weight and morbid obesity as significant risk factors in all forms of disease and death is going to cost entire demographic groups their lives.

But - on the other hand - at least we won't have upset anyone's magical self-image or magical world-view."
2020-09-29 22:50,"The author writes: ""...Excess weight tends to go hand in hand with other medical conditions, like high blood pressure and diabetes, which may by themselves make it harder to fight Covid-19...""

Most Americans -- even heart disease patients -- are not aware that high blood pressure and diabetes are the primary causes of kidney disease.

Consider that lack of awareness in the context of Covid, and it's a recipe for disaster for those who contract the disease, especially of they are obese, have high BP and diabetes.

Even this far into the pandemic, there's a dearth of knowledge of the damage that the coronavirus can wreak on the body...most people still think it's ""only"" a respiratory disease.  

But it damages the kidneys, also. Acute kidney injury is a big risk...which can have long-term kidney damage. Some Covid patients even require dialysis.  If a patient ends up in the intensive care unit (ICU) their odds worsen—reports indicate that 20% and higher of intensive-care patients have lost kidney function.

The Covid pandemic should be a  national wake-up call for education and awareness on the importance of preventative measures."
2020-09-29 22:47,"There was a documentary in the 60s, I think, called Hunger in America, and showed the lives of impoverished communities in Texas and the Deep South. The people interviewed were thin, some very malnourished, and had nearly empty cupboards. It was unthinkable and a national shame that this,
essentially starvation, was happening in America. 

There was a follow up I think in the early 2000s.
People in the same communities were just as poor, but many were overweight and obese, with health issues. Their cupboards were now filled with unhealthy and highly processed but accessible (if you live in a food desert) and cheap food. 

Thank you, agribusiness and politicians who are too eager to reward their donors. That we can’t nourish Americans is still a national shame."
2020-09-29 21:12,"I’ve been fat and I’ve been thin. Here’s how I’ve stayed thin and, more importantly, healthy for several years: Time-restricted eating. It’s more commonly known as intermittent fasting but people freak when they hear the word “fasting”. It’s not difficult and I’m rarely hungry. Start with the 16/8. Even mainstream, traditional doctors are acknowledging its benefits. 

Every time you take a bite of food you release insulin into your bloodstream. This frequent release, without a prolonged break, leads to insulin resistance, obesity and type 2 diabetes. For more details on this, search on Dr. Jason Fung. He’s a nephrologist who specializes in obesity and type 2 diabetes.

The proof is in the pudding. At 57 I can now say I’m metabolically healthy (ideal levels of blood sugar, triglycerides, HDL cholesterol, blood pressure, and waist circumference, without using medications)."
