Date,Comments
2021-12-07 15:14,"This is very promising.  The key to surviving this if you are vulnerable like my son is to stay uninfected until more tools are available.  If people would get vaccinated and wear masks, it could help my son survive this pandemic long enough to get treatment if he gets infected.  This is very personal for me and for so many.  I just ask that you make a small effort toward safety for the sake of people like him."
2021-12-07 14:07,"What hasn't been mentioned is the enormous impact these treatments will have on those with suppressed immune systems. For vaccines to work, a person has to have a competent immune system. Without one, having a vaccine is like having a car with no gas. These pills work independently from the immune system which will be especially helpful for those without a competent one."
2021-12-07 15:05,"If an antiviral must be taken within 5 days of symptoms, will doctors prescribe the antiviral medication prior to receipt of a PCR test result?  Free PCR tests are taking as long as 5-6 days to report results, and the price of ""quick"" PCR testing is prohibitive and can be difficult to find nearby."
2021-12-07 15:10,"The distribution of such covid cures as pills could help especially the third world battling with the pandemic, especially if the covid treatment as an injection has raised some concerns in the less developed countries for variety of reasons and logistical concerns associated with the distribution of the vaccines."
2021-12-07 12:51,"The Covid pandemic has been a lot of things, but one thing it clearly has been, and continues to be, is a financial gold mine for the pharma companies. While we applaud the advances and benefits of the vaccines and drugs, we must realize that they are all being developed without a deep understanding of the virus itself (origins and evolutionary cycles).  

It was Dr. Fauci that stated early on (I know, he has said many things and some of it he has gone back later and then said the opposite) that the virus is likely to weaken as time passes.  If that is the case, we need to be careful about hyper-promotion of the dangers of new mutations without really knowing about the dangers. By over-promoting dangers that may not be present, we drive the pharmaceutical companies to provide remedies that may not be needed but will have to be paid for."
2021-12-07 12:32,"As long as people can afford the medicine course, it will be useful. At $500 per course, it's not cheap. However that's considerably less than an overnight in a hospital.

The question looms: will anti-vaxxers take a cure from the same companies that make the vaccine they have been told leaves a tracking chip in them?

Would a false notion that the ventilators were adding Martian DNA to anti-vaxxers' systems keep them from clogging hospitals? 

The best way forward is prevention. That happens when people are vaccinated and doing the responsible thing and wearing masks, especially indoors."
2021-12-07 15:21,This(These) SARS-CoV-2 médication(s) is(are) Band-Aid. It is not durable. Immunity created by vaccination gives the real stuff. Natural immunity from disease is wimpy. Get vaccinated folks.
2021-12-07 15:27,"Mercy drug passed multiple mutagenicity tests, but still, that mechanism gives me the willies. Any port in a storm though, I guess"
2021-12-07 15:31,"Why don't the drug companies just make one capsule that treats all disease.  
Why can't the high tech industry create a health screening apparatus, and include it in the metal detector screenings at the airport?"
2021-12-07 15:43,These new pills would work BUT we have a serious logistics issue reporting the results of a PCR test. A person could wait a few days with COVID before scheduling a test (those Home kits are also not that accurate) and then it could take 2-5 days to get a result. By then it’s too late for the drugs to be effective.   We are nearly two years into the pandemic and we are still sticking swabs up our noses for ten minutes and then waiting 2-5 days for a result. This is by far the most stressful and annoying part of the process.
2021-12-07 15:45,"No one seems to have noticed that the government is paying out $7.5 billion to these two pharmaceutical companies and, according to prior reports, will provide these treatments free of charge to patients. This raises two questions which need to be addressed.  (1) Since these drugs were already on the shelf and required only testing, is the amount proposed for the government purchase a reasonable one?  Is the government in a better position than the medical insurance companies to negotiate a fair price? (2) Does it make sense from the government's perspective to provide this benefit free of charge, since the primary beneficiaries will be those who have refused to be vaccinated?  Granted some vaccinated patients will also need this treatment, but they will have already received the earlier benefit of a free vaccine injection.  Have these issues been debated to some extent in any public forum?"
2021-12-07 15:46,I don't understand why preventative measures we know are effective are not shouted from the rooftops. Media and government officials should have and must use much stronger language. Additionally the facts of covid evolution needs to be explained to those ignorant of how covid mutates and that we have every reason to believe that a much more deadly virus will arrive killing millions of the unvaccinated.
2021-12-07 15:57,Start rumors that Omicron is more transmissible and more severe than Delta. We'll see a bigger spike in vaccinations and boosters. Use fear to get us protected.
2021-12-07 16:06,The structures of the effective molecules are fairly simple and easy to synthesize and therefore their cost should be relatively low. We'll see what the companies charge.
2021-12-07 16:19,"Over the years vaccines have prevented countless cases of disease and saved millions of lives. Studies of numerous antiviral treatments and potential vaccines for the Corona virus are already under way.  Science has been on overdrive to combat the epidemic. The focus is on old drugs  and new drugs  and the list is large  that can fight the Coronavirus. The advantage with potential old drugs, regulatory authorities can provide quick approvals and hopefully price will be competitive."
2021-12-07 16:24,"""I have argued for years that we do not have a health care system in America. We have a disease-management system - one that depends on ruinously expensive drugs and surgeries that treat health conditions after they manifest rather than giving our citizens simple diet, lifestyle and therapeutic tools to keep them healthy"". Andrew Weil"
2021-12-07 16:25,"""At a Nov. 30 meeting of an F.D.A. advisory committee, experts discussed the potential for the drug to cause mutations not just in viruses, but in people’s own DNA.""

It's ironic that anti-vaxxers who claim that the vaccine changes DNA probably wouldn't hesitate to take a drug like this, which actually might. More generally, vaccine side effects usually show up within a few months, while with drugs it can take much longer."
2021-12-07 17:02,"While we can all celebrate the arrival of anti-viral drugs to combat Covid-19 let's recognize the downsides.

Without a doubt we will see a rise in ""self-prescribing"" of this ""cure"" even when no positive Covid test precedes such.  Witness all the purported ""cures"" we've seen, including Trump's bleach chug-a-lug idea, to gauge how quickly even a ""real"" cure is abused.

And consider the on-going abuse of antibiotics that has had the boomerang effect of creating ""super bugs"".

So while development of Covid antiviral drugs is good news -- keep in mind there will also be downsides."
2021-12-07 18:50,"The single solitary reason HIV anti virals were slow to develop was because despite the overwhelming need, they were for the ""gay disease"".  Had HIV afflicted a broad cross section of the population in the US, initially, money for research would have poured in. Instead Fauci and others had to wait, beg, borrow and steal to get the money to the pharmaceutical companies to get the work underway. Even then it was largely unsupported by Reagan and his Moral Majority followers. Now, with Covid hitting everyone equally drugs will be developed faster. The HIV saga is a nauseating shame. Without fair, unbiased, government support  the cost involved developing new drugs is simply too high."
2021-12-07 18:56,"Generally having another weapon the arsenal against Covid-19 is very positive.

Perhaps there is a simple, more cost effective way to battle the disease: Name each new variant with something dark and even more ominous than the one before. 

""Omicron"" happens to sound like a Transformer that will blow one to smithereens. So far, it is more contagious but less lethal although clearly more research needs to be done.

Since Omicron's discovery in the US, there's been an uptick in vaccinations (a good thing): <a href=""https://www.cnbc.com/2021/12/03/us-covid-vaccinations-spike-as-several-states-confirm-omicron-cases.html"" target=""_blank"">https://www.cnbc.com/2021/12/03/us-covid-vaccinations-spike-as-several-states-confirm-omicron-cases.html</a> 

Could there be a correlation between the newest strain's name and increase in vaccinations? Perhaps...

Maybe the next variant's name could be ... Satan? Cryptoworm? And instead of depicting the virus with spikes, what about horns or snakes?

""Delta"" doesn't sound as lethal, although in reality it has been.

It's all in a name... especially if it helps to get more shots in arms."
2021-12-07 19:40,"COVID is the defining challenge of our time.

Trump did an absolutely miserable job with COVID, through his denial of the problem and promotion of disinformation.
President Biden has done a fantastic job with COVID, but Trump’s cult followers refuse to listen to Biden.

The only way to defeat COVID is for everyone to get vaccines and boosters.

President Biden should also work with our allies and with the World Health Organization to ensure a worldwide program to help vaccinate poor people around the world.  Otherwise, mutated versions of COVID will just return again next year.

Imagine how bad things would be in the US and worldwide if Trump had been reelected!"
2021-12-07 22:34,Amazing science that can build molecules to attack disease in a relatively short time; one bright spot in this COVID catastrophe.
2021-12-07 23:34,"Merck pill not nothing, but not a lot either. Originally touted as 50% helpful, now down to 30%. 

Pfizer, if early study numbers hold up and are independently verified, will be the clear choice and have the most impact.  

I hopefully await the next news on that particular product."
2021-12-07 22:40,"All of these anti virals have to be used early. My experiences with sick patients especially men, they wait weeks before they seek help, sometimes until they are close to death.  The logistics of getting these drugs into patients effectively will be the conundrum."
2021-12-08 9:39,"""When molnupiravir encounters a virus’s genes, it wreaks havoc, leading to a batch of new mutations. ... At a Nov. 30 meeting of an F.D.A. advisory committee, experts discussed the potential for the drug to cause mutations not just in viruses, but in people’s own DNA. The committee voted to recommend authorizing molnupiravir, but only by a slim majority. And even the committee members who voted in favor of the drug expressed strong reservations, given the potential side effects.""

Every time I read about how molnupiravir works, it sounds rather terrifying."
2021-12-01 18:27,"""And a few hours after the positive test was received, Mr. Trump walked to the back of Air Force One and chatted with reporters, not wearing a mask. One of the reporters, who works for The New York Times, later tested positive for the virus.""

A tidy allegory for Republican governance. Nothing that is alive matters to them. Nothing."
2021-12-01 18:29,"Spreading COVID on purpose to further your chances to win an election.  Yes, I can see Donald J. Trump doing that."
2021-12-01 18:32,"Surprised? That an amoral grifter deliberately exposed hundreds upon hundreds to Covid? Not to mention his own family, abd that of his opponent and his family? 
Not on my life - which is precisely the point."
2021-12-01 18:32,"Shame on the Cleveland Clinic for not test Trump because he showed up late for the first debate hosted by CCF.  The debate should have been delayed or called off.  Trump probably arrived late on purpose to avoid being tested.  His whole family except his wife ended the debate venue without masks, even though CCF had specified they were required.  CCF officials were to weak willed to insist on there own protocols.  COVID spread rapidly in Cleveland after the debate.  My daughter had a severe case a month later."
2021-12-01 18:34,"Why censor the language of the former US president? The public needs to hear or read the actual words he utters, as offensive as these words may be. The voters should experience first hand how crude of a person he really is."
2021-12-01 18:31,"During the debate, the gravelly voice of disgraced former guy gave away that he was unwell. Many of us who watched his performance were reasonably sure he had Covid. And a fair number of us were also reasonably sure he was trying to give it to Mr. Biden. His uncontrolled raging seemed an unmistakable clue to his real intentions."
2021-12-01 18:39,Who could possibly expect Mr Trump to be truthful?  Who would expect him to consider the well-being of others?
2021-12-01 18:32,So if it’s true that Trump had a positive Covid test before his debate with Biden and did not disclose it one could assume he was deliberately trying to infect his political opponent.
2021-12-01 18:41,WHEN is this man going to be held responsible for HIS sins?
2021-12-01 18:39,Is there no bottom to the well of lies? We certainly know there is no shame.
2021-12-01 18:41,He knew he had Covid and yet continued to interact with everyone as though he was perfectly healthy.  Unconscionable.
2021-12-01 18:39,"Chris Christie said last week that Trump asked him if he was going to blame his Covid infection on Trump - 

Christie prepared Trump for the debates

Remember when the Trump kids went to the debate and refused to wear masks?  They knew at that point that Trump was positive and they were all traveling with him.

The selfishness and total disregard for everyone isn’t what’s surprising about the Trumps- it’s the support they continue to receive from cowardly republicans.

It never had to be this bad.  The war against masking and vaccine because of one man’s selfishness and vindictiveness and insecurities is going to destroy us."
2021-12-01 18:24,Classic Dotard!
2021-12-01 18:28,Trump lied? No way!
2021-12-01 18:32,"Clearly the most selfish, narcissist person to have walked on earth. He has no regard for anyone's life but his own. Anyone who thinks he cares about them is dreaming in technicolor."
2021-12-01 18:35,Please move on from this guy NYT. Aren’t there more important things to report?
2021-12-01 18:37,"Who cares? Trump isn’t president, stop giving him  news oxygen."
2021-12-01 18:31,Spreaders gonna spread. No surprises here.
2021-12-01 18:32,They need to contact trace and find all of those he infected and subsequently died.  Then bring him up on murder charges.  He knowingly spewed his disgusting Covid spittle all over Joe Biden and the many people in the audiences of the debate and rallies.  And all of his accomplices need to be charged with accessory.
2021-12-01 18:32,"Geez, that's so out of character for him."
2021-12-01 18:36,"""...like he was carrying a little extra weight on his back.”
Yes, the weight of being the most colossally incompetent person in the world."
2021-12-01 18:36,"Since he and many Americans called it the China virus, should we call it the Trump virus now?"
2021-12-01 18:30,"Reading this account on the day the Supreme Court denigrated and embarrassed itself by its brazen embrace of right wing/pseudo demagoguery (ironically as right wing women claim they don't want the ""state"" to tell them what to do with their bodies, i.e. wearing a mask and getting a Covid vaccine), it just brings back the awful memories, the baselessness of that malignant narcissist who basically destroyed our govt. over his horrific four years in office. How in the world has this man not been indicted...??"
2021-12-01 18:33,"“His face, for the most part at least, had regained its usual light bronze hue...""

Is that the color we're assigning it?"
2021-12-01 18:34,"Typical Trump tale, first one thing, then the other. The truth is so readily obscured."
2021-12-01 18:48,Surprised? How could any sentient being be?
2021-12-01 18:45,"Let me get this straight: 

Meadows writes a book, and then refused to talk to the Jan 6th commission?

Says all that needs to be said about the caliber of trump people..."
2021-12-01 18:49,The World's Oldest Kindergartner never disappoints. And never learns anything.
2021-12-01 18:42,"""His face, for the most part at least, had regained its usual light bronze hue ...""

Note to Meadows: You apparently don't understand how beauty queens maintain their alluring looks. The bronze hue comes from a jar or a tanning bed, not the natural glow of health. """
2021-12-01 18:47,"I don't normally wish illness on people, but I am willing to make exceptions.....

trump's posturing at the risk of infecting those around him is not excusable.  Knowingly endangering his opponent is criminal.  Americans have experienced hundreds of thousands of unnecessary deaths, untold economic damage, and political chaos as a result of trump and his ego.  Every Democrat should be hammering this home, and every news outlet outside trump's personal propaganda machine at FOX/OAN/Sinclair should be touting this through every news cycle.  If Facebook is still looking for memes to enrage people and serve as click bait, this should make its way into every user's news feed."
2021-12-01 18:45,"One must ask why the orange man was allowed to live - thanks to science - when because of his stubborn decision to underplay the danger hundreds of thousands of OUR American people died of COVID.

My family gathered on Thanksgiving and, because one person who was fully vaccinated had come in contact with the virus at his unvaccinated families' gathering, several of our vaccinated loved ones got sick with COViD.  Thankfully, as Doctor Faucci and other trustworthy doctors are saying in the news, they were only ill for a couple of days and no one needed medical care.

Meantime, my grandkids other grands in Wisconsin who were not vaccinated were both hospitalized with COVID and the grandfather may not live.  It could have been avoided if they had gotten vaccinated.  Now the unvaccinated people around them see the danger and are getting vaccinated.  Too bad it takes serious illness and/or death to wake people up.

Please people, do not put your loved ones in risk of losing you.  Get vaccinated."
2021-12-01 18:45,I'll wager that Trump faked tests and cheated his way through school.  Hearing that he cheated on medical tests is no surprise to any of us.
2021-12-01 18:40,Is this news? False positives are common and disregarded if followed by a negative test. A negative test following an infection demonstrates the individual is no longer sick.
2021-12-01 18:46,It was another test of character. He failed.
2021-12-01 18:43,"If proven true, this is criminally negligent behavior by the former president and every member his staff that was aware of his Covid situation back in late September 2020.  Trump not only put current president, Biden, in grave danger of contracting Covid-19, but also endangered the lives of a great number of people that came in close contact with him during those harrowing pre-vaccine days.

Trump has made it abundantly clear throughout his presidency and post-presidency that he is a very selfish and narcissistic individual, but this behavior goes beyond the pale.  As a nation, we must have recourse to taking some sort of punitive action against such callous behavior by people holding the highest office in the land.  If we can’t, to quote Trump, “we don’t have a country.”"
2021-12-01 18:47,"It does not surprise me that DJT was being inconsiderate of other people's health and safety by walking around without masks after tested positive, and by hosting events that turned out to be ""super spreader"" events."
2021-12-01 18:48,"So Trump, testing positive, deliberately exposed others, many others, on that flight and at a military families event, before receiving the negative test.  Once again:  To Trump, only Trump mattered.  Why is that not a surprise?"
2021-12-01 18:45,"This article falls into the weekly Trump Did Awful Things While in Office category, a large collection that won't make a difference to anyone when he runs—and probably wins—in 2024."
2021-12-01 18:40,The next-to-last paragraph conveys the most fundamental character flaws of Trump - it is easy for him to lie and he assumes his cult members are stupid.
2021-12-01 18:47,Who cares? He's on the trash pile of history!
2021-12-01 18:48,"Oh so he tried to undermine an election, attempted insurrection, and exposed his political rival to a novel coronavirus? I'm starting to think this Trump guy is a real jerk."
2021-12-01 18:52,"How fun is it to put the sentence “Oh spit, you’ve gotta be trucking lidding me” in the Gray Lady?"
2021-12-01 18:52,"of course he did, he's a garbage person."
2021-12-01 18:52,Is anyone surprised by this story? Trump cares about one thing and only one thing--Donald John Trump. Everyone else be damned.
2021-12-01 18:41,Who in their right mind would believe a word Trump says he is the unltimate malignant narcissist if people get covid from him does not care He is all that matters to Him.
2021-12-01 18:39,"Lie, lie, and lie some more, cheat, cheat and cheat some more, run the world's biggest con, oh what a wonderful person"
2021-12-01 18:43,"Oh spit, you’ve gotta be trucking lidding me.

Hmm,  I'm planning to use this."
2021-12-01 18:46,"Who wants to know anything about this loathsome evil person call Trump? We seriously need to find the best way to make public schools with academic quality to improve the education of the future population to don’t deal with Trump’s kind and right wing sick ignorant people . Who in the right mind and principles want him and republicans to continue with this garbage way to present themselves with lies, only conspiracies, racism, misogyny, et,al. We are in a ugly deep hole with evil all around us."
2021-12-01 18:50,What a horrible waste of a human being.
2021-12-01 18:54,A regular Typhoid Mary.
2021-12-01 18:57,"""Oh spit, you’ve gotta be trucking lidding me,"" pretty much sums up the entire 4 years of his administration."
2021-12-01 18:42,Looks like we found our superspreader.
2021-12-01 18:47,"Given that lying is second nature to Trump, why would anyone including his supporters believe he would not lie about losing the election. Yet , supposedly 60% of republicans believe the lie--they are obviously lying themselves nobody can be that dumb."
2021-12-01 18:48,"Mo surprise, right? But why is NYT anonymyzing former officials of a former administration because they haven’t been authorized to speak? That’s just plain lazy - couldn’t you come up with a better explanation? Like they’re cowardly or scared to death of recriminations? Really wish NYT would show some consistency on anonymizing sources."
2021-12-01 18:49,“Bronze hue.”  Yeah.
2021-12-01 18:45,Ha! The Trump Fact Checker ain't done yet as it continues to tally his many lies.
2021-12-01 18:40,"Why is this news? The guy lied more than 35,000 times in 4-5 years. I guess he is genetically programmed not to be able to tell truth."
2021-12-01 18:39,"Just a tiny window into the amount of death and destruction he caused with his insane Covid response, most of which seems to revolve around himself remaining ""manly."""
2021-12-01 18:43,"This is typical Trump along with his thousands of lies. 

This is the manifestation of his typical corruption! 

Biden and any other sane individual would never have done anything like that!"
2021-12-01 18:44,Every time you think that man couldn't be more narcissistic and callous he proves you wrong.
2021-12-01 18:45,Let me not say it.
2021-12-01 18:52,"I suspect testing fraud! I demand a recount. Or audit!  
Get those bozos who did the Arizona thing.
Check for bamboo, too. After all, it all started in China, right?"
2021-12-01 18:53,"This failed former president, is a disgrace. Why are we shocked that a diminished human being like him with a proven record of lying to the public, put lives in jeopardy once again. He is a consummate failure."
2021-12-01 18:49,"From this reckless disregard for the health and safety of those around him to his appointment of Republican federal judges who are now striking down vaccine mandates FOR HEALTH CARE WORKERS, the Republican Party has become a death cult."
2021-12-01 18:50,"“His face, for the most part at least, had regained its usual light bronze hue..."" 

So he put on more spray tan?"
2021-12-01 18:58,"Just like he didn’t care about infecting the whole country to get re elected, Trump didn’t mind getting his opponent sick, possibly die, right before the election."
2021-12-01 18:45,"BREAKING NEWS!!  Trump did yet another thing completely self-centered and lied about it, endangering others."
2021-12-01 18:46,Easy to believe. Trump truly cares only about himself.
2021-12-01 18:48,"When is this man going to be made to pay for all the dangerous, depraved and immoral crimes that he has committed?  Justice is long overdue."
2021-12-01 18:47,"Of course he lied. The only thing fake was Trump. It was a fake presidency. He had no idea what he was doing and he had no care for this country or the American people. A self serving, mentally challenged disaster,"
2021-12-01 18:40,As if we needed more evidence that this despicable man cares about no one.
2021-12-01 18:52,No surprise here.
2021-12-01 18:43,Who do you believe? Meadows or Trump? History would suggest Trump is lying again.
2021-12-01 18:56,"Every word that comes out of that man's mouth is a lie, including ""and"" and ""the."" (Channeling Mary McCarthy)"
2021-12-01 18:43,He does not care about anyone but himself. His policies (or lack of) and his personal behavior make him a criminal. He willfully spread Covid.
2021-12-01 18:40,"The former guy is selfish and a danger to humanity, and the sun rises in the east and sets in the west. Of course, Biden is to blame."
2021-12-01 19:14,"Important questions to know:
-What kind of test was the initial test - Antigen or PCR?
-Was Trump symptomatic or was the test done for surveillance?

It's routine for rapid antigen tests to be used for surveillance among asymptomatic populations, and if positive AND asymptomatic, these are followed with a repeat confirmatory test (should be a PCR), which if negative, would overall lead to the conclusion of a false positive.

If Trump was symptomatic, however, an antigen positive test should be taken at face value.

-If the positive test was a PCR test (regardless of whether Trump had symptoms at that time or not), it should have been taken at face value. 

Any MD worth their salt knows that a false positive from a PCR is rare and airs on the side of assuming it's real; false positives from antigen tests can occur in asymptomatic testing (but you assume positive until the confirmatory PCR result is received)"
2021-12-01 19:24,"I tested positive from the rapid test, but negative from the test that takes a couple of days for results.  The nurse who called me with my results told me that approximately 50% of test results from the rapid test are inaccurate.  Why do we still use that test?"
2021-12-01 19:01,This only reconfirms for me how truly a worthless and revolting human being DJT is.
2021-12-01 19:06,"‘Oh spit, you’ve gotta be trucking lidding me’

Probably a direct quote of the soundly defeated ex-president. He has the best words don't you know. In any event, sickening but unsurprising behaviour by the ex-""leader of the free world""."
2021-12-01 19:07,Trump is a liar and cheat.  Why would we expect him to care about other people?
2021-12-01 19:19,I like how Trump throws Hope Hicks under the bus.  What a loser.
2021-12-01 18:58,If Mr. Meadows' can recollect details around  the President's covid-19 infection he should have little difficulty recalling details about Mr. Trumps role in the Jan 6 insurrection when he faces the  Congressional Committee .
2021-12-01 19:02,"The day after testing positive he attended an event with military families.  Guess this tells you all you need to know about his humanity and priorities.  And shame on his gutless sycophants; instead of “not authorized to discuss the matter publicly “, they should have felt “morally obligated to notify the event attendees”. Wonder how many others were infected because of his selfishness."
2021-12-01 19:02,This is  a typical Trump story - and there's nothing surprising about it. Trump is amoral - he lacks scruples and a conscience. And because his many supporters don't care - the pathological narcissist will always put himself and his needs first.
2021-12-01 19:06,"Mr Trump is responsible for literally hundreds of thousands of American COVID deaths.  He is totally contemptible.  But, we already knew that."
2021-12-01 19:12,"""The story of me having Covid prior to, or during, the first debate is Fake News.""

Oh, well, that settles it."
2021-12-01 19:14,"The pandemic has separated the intelligent from the stupid, the considerate from the wreckless, the evolved from the non-evolved."
2021-12-01 19:19,"If someone wants a negative Covid result, it’s pretty simple to just barely put that swab in your nose and breathe in. Even Trump could manage that."
2021-12-01 19:02,"Mr. Trump’s response rhymed with “‘Oh spit, you’ve gotta be trucking lidding me,’” 

 Really?  Why are we still shy about publishing direct quotes, even if they include obscenities? It’s false modesty, taken to a ridiculous level."
2021-12-01 19:04,Maybe Trump decided if he couldn't beat Biden by getting more votes he would test Biden's immune system by giving him Covid.  But that may be giving Trump more credit for strategic thinking than he is capable of.
2021-12-01 19:20,I always thought he knew he was infected and was yelling and screaming during that debate in order to get Biden infected too.
2021-12-01 19:01,So what? The bad boy of the world gets away with everything without accountability!
2021-12-01 18:49,"Why am I not surprised?

If Trump participated in the first presidential debate after testing positive for Covid, it shows how irresponsible, reckless, and selfish he is - putting everyone involved (including Joe Biden) at risk.

But that’s about par for the course for Trump, always putting himself first ahead of others.  A pathologist narcissist."
2021-12-01 18:55,"Just another example of Trump's complete disregard for anyone or anything except his self-interest.

That he would continue to expose others - including his elderly opponent Joe Biden - to this deadly virus is unconscionable. 

He should never be allowed to hold elective office again"
2021-12-01 18:55,"Why worry about having COVID when you are a plane ride on the world’s most sophisticated jet and/or a helicopter ride on the world’s most sophisticated helicopter away from being treated with world class medicine. A man of the people, indeed."
2021-12-01 19:00,"As the United States Supreme Court debates Roe v. Wade today, we learn yet another example of how Republicans aggressively do not actually care about the sanctity of life. They refuse to be adults and wear a simple mask to save their neighbors or families lives, but heaven forbid they allow abortions for women who don't want to—or economically can't—be mothers. There is no depth to their depravity and hypocrisy."
2021-12-01 19:06,"""He walked like he was carrying a little extra weight on his back.""  By the looks of him, I would say around 60-70 pounds of extra weight."
2021-12-01 19:16,"When dealing with trump news and with any statements from his loyalists, our default position should always be that they are lying."
2021-12-01 19:18,Amazingly old news that the former one lies all the time.  More a proven fact than the presence of gravity.
2021-12-01 18:54,Registered nurse and epidemiologist here. I remember watching the debate between Trump and President Biden and commented to my husband that evening that Trump looked physically sick to me. He had visible beads of sweat on him and glazed eyes. His skin color did not look right either. I worried that he might have Covid and that he might infect Mr. Biden. I wasn’t surprised when it was announced a few days later that he had Covid. He is lucky to be alive. I hope nobody died from his spreading the virus around.
